Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,473.10,40.95,20522.90,3375.53,2577.37,76.35,76.30,20.77,2.97,0.77,4.31,2.55,16.86,1641.75,6.55,0.00,108.12,0.00,7.03,0.20,0.08,6.89,13.64
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1435.60,36.44,11367.01,2527.53,1878.12,74.31,75.29,18.84,2.43,1.10,3.27,3.08,14.11,2153.46,3.26,7.79,3.22,0.00,7.72,2.61,-3.89,7.82,35.86
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1755.60,50.32,32967.93,24060.83,3569.63,14.84,14.07,10.20,1.65,1.54,9.46,0.02,13.23,5242.34,1273.93,3678.49,2001.25,1985.75,11.01,-1.18,0.95,0.13,17.32
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,848.15,29.10,10100.04,3232.42,500.38,15.48,15.20,24.16,5.67,0.42,16.70,0.08,28.65,314.99,119.01,276.23,784.88,612.28,5.76,-0.07,0.04,0.24,38.98
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,142.63,45.55,275057.60,55474.57,20671.12,37.26,38.11,22.86,4.71,0.61,12.46,0.83,26.10,9774.09,2775.96,9437.92,2976.65,3140.31,6.04,0.71,0.11,2.56,21.95
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,831.95,58.52,24024.84,1782.66,1066.81,59.84,64.91,24.74,6.74,2.17,24.44,0.02,26.99,-5.35,273.42,59.36,84.22,0.00,5.41,0.49,-0.13,0.05,8.74
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,706.75,36.05,24806.93,7425.45,1172.28,15.79,16.23,34.60,4.18,1.52,8.27,0.41,15.53,2504.41,283.91,538.52,439.25,114.95,5.17,-0.15,0.09,1.90,25.33
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,354.45,29.03,13036.13,12793.14,1421.99,11.12,10.85,25.95,2.42,2.42,2.94,0.66,11.06,3037.61,446.56,2908.47,3540.08,1016.12,8.63,3.41,-2.99,2.61,34.10
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,774.90,19.93,15231.68,7083.25,1128.07,15.93,15.11,24.01,2.86,7.55,7.99,0.28,11.38,1619.58,38.88,1313.93,887.37,2540.70,5.30,-0.13,0.19,1.70,30.06
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,882.35,44.53,10824.79,2481.22,740.22,29.83,28.67,20.41,3.59,4.33,15.37,0.02,18.69,1986.62,44.26,1002.85,409.92,722.51,6.61,-0.15,0.42,0.08,29.96
