Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,11.4,48.73,728.24,271.89,39.08,14.37,14.86,37.32,4.31,0.78,6.34,0.52,13.84,119.77,3.8,104.21,44.66,110.54,4.82,0.0,-0.69,2.35,0.05,51.61
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,215.35,57.9,472.99,332.95,41.83,12.56,13.34,33.44,3.09,0.37,4.41,0.96,10.05,84.17,3.79,72.23,5.87,67.91,4.94,0.0,0.0,4.84,0.0,57.61
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,83.02,49.24,186.8,90.8,25.52,28.11,28.9,9.04,1.75,0.24,24.37,0.03,27.74,57.94,3.62,44.63,5.36,0.0,15.85,-0.43,0.19,0.1,0.0,70.56
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,69.0,38.45,118.81,118.21,12.04,10.19,10.19,16.66,2.37,0.2,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,8.1,0.0,0.0,2.18,0.0,55.66
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,126.3,48.84,255.06,140.98,22.71,16.11,17.84,10.03,1.51,0.31,13.97,0.0,17.08,151.85,10.41,22.09,9.37,0.0,29.95,-0.48,-0.21,0.02,1.19,59.24
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,40.0,41.25,250.46,49.23,8.94,18.16,17.35,49.0,4.81,3.6,8.34,0.88,10.07,66.76,2.4,7.88,2.85,4.73,3.69,0.0,0.0,4.2,0.0,59.18
Alpine Texworld,544825.0,ALPINETEX,INE1JCQ01037,Textiles & Apparels,Other Textile Products,51.35,14.29,196.37,342.71,47.53,13.87,13.87,9.18,,,7.24,2.46,34.61,32.41,7.47,63.24,38.56,72.09,11.24,,,4.23,0.0,51.1
Aluwind Infra,,ALUWIND,INE0STM01017,Industrial Products,"Aluminium, Copper & Zinc Products",47.1,43.89,117.03,138.56,16.46,11.88,11.88,11.12,1.67,0.2,7.68,0.59,16.2,48.59,1.54,39.05,40.07,57.56,10.48,0.0,0.0,2.54,0.0,50.84
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,83.3,38.62,230.49,193.64,65.68,33.92,32.78,4.73,1.87,,,0.9,30.13,202.55,1.73,112.62,22.68,13.05,19.68,0.07,0.0,1.68,0.0,57.28
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,249.35,44.14,502.69,688.95,92.55,13.43,13.43,8.89,3.1,0.06,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,16.36,0.01,0.0,0.52,0.04,54.16
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,291.15,43.27,101.34,101.71,27.74,27.27,27.94,12.23,1.71,1.13,9.15,0.57,16.72,5.58,1.33,19.08,5.34,0.0,11.05,0.0,0.0,2.32,0.06,71.76
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,57.95,44.5,144.77,420.75,77.19,18.35,18.35,3.43,0.81,0.07,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,21.19,0.08,0.0,2.76,0.0,69.41
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,257.95,43.14,1846.0,1583.7,585.53,36.97,36.81,21.78,3.34,0.41,2.62,2.72,14.01,-312.77,98.25,137.73,307.7,0.72,8.36,-1.01,0.57,5.45,0.0,59.66
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,192.05,51.45,485.22,417.09,78.58,18.84,20.89,10.07,1.46,0.45,12.55,0.32,19.05,193.8,9.41,138.2,23.6,0.0,13.88,0.02,-0.03,1.46,0.0,62.33
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1204.3,32.66,2001.66,1202.6,176.72,14.69,16.03,14.41,1.58,2.65,11.25,0.0,13.34,924.04,35.7,385.41,96.76,330.56,9.34,-0.14,-0.13,0.01,0.03,60.26
