Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.08,40.36,643.87,256.21,38.07,14.86,14.86,33.29,3.79,0.7,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.22,0.0,-0.69,2.42,0.05,57.22
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,202.55,33.13,444.88,298.68,39.85,13.34,13.34,33.56,2.89,0.37,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.93,0.0,0.0,5.12,0.0,60.13
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,84.3,36.38,189.67,84.77,24.5,28.9,28.9,9.46,1.77,0.25,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,15.7,-0.43,0.19,0.1,0.0,70.11
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,74.95,55.35,129.07,118.21,12.04,10.19,10.19,18.1,2.57,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.55,0.0,0.0,2.18,0.0,51.83
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,141.95,47.88,286.65,137.87,24.6,17.84,17.84,10.72,1.71,0.33,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,26.39,-0.48,-0.21,0.01,1.05,60.0
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,40.2,38.59,251.71,50.55,8.77,17.35,17.35,50.46,4.82,3.7,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.56,0.0,0.0,4.28,0.0,58.98
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,89.1,31.58,246.53,150.1,49.2,32.78,32.78,6.7,2.0,,,0.9,30.13,202.55,1.59,112.62,22.68,13.05,14.37,0.07,0.0,2.22,0.0,54.31
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,735.3,31.54,4063.39,1432.34,275.66,19.25,20.01,19.39,2.31,0.63,10.29,0.03,13.44,736.02,24.71,376.94,122.76,32.64,6.8,0.22,-0.27,0.23,0.55,51.21
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,266.0,30.32,536.28,688.95,92.55,13.43,13.43,9.49,3.3,0.06,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,15.13,0.01,0.0,0.52,0.04,51.1
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,325.9,46.4,113.45,100.59,28.1,27.94,27.94,12.55,1.93,1.16,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,11.22,0.0,0.0,2.18,0.05,68.39
